,kernel,degree,coef0,gamma,nu,precision,recall,f1
12495,rbf,10,0.3,scale,0.2,0.5,0.5,0.5
12496,rbf,10,0.3,scale,0.25,0.2,0.16666666666666666,0.18181818181818182
12497,rbf,10,0.3,scale,0.5,0.35714285714285715,0.8333333333333334,0.5
12498,sigmoid,10,0.3,scale,0.01,0.0,0.0,0.0
12499,sigmoid,10,0.3,scale,0.05,0.0,0.0,0.0
12500,sigmoid,10,0.3,scale,0.1,0.2,0.16666666666666666,0.18181818181818182
12501,sigmoid,10,0.3,scale,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333
12502,sigmoid,10,0.3,scale,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
12503,sigmoid,10,0.3,scale,0.5,0.36363636363636365,0.6666666666666666,0.47058823529411764
12504,linear,10,0.3,auto,0.01,0.0,0.0,0.0
12505,linear,10,0.3,auto,0.05,0.0,0.0,0.0
12506,linear,10,0.3,auto,0.1,0.0,0.0,0.0
12507,linear,10,0.3,auto,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
12508,linear,10,0.3,auto,0.25,0.0,0.0,0.0
12509,linear,10,0.3,auto,0.5,0.42857142857142855,1.0,0.6
12510,poly,10,0.3,auto,0.01,0.16666666666666666,0.16666666666666666,0.16666666666666666
12511,poly,10,0.3,auto,0.05,0.0,0.0,0.0
12512,poly,10,0.3,auto,0.1,0.2,0.16666666666666666,0.18181818181818182
12513,poly,10,0.3,auto,0.2,0.0,0.0,0.0
12514,poly,10,0.3,auto,0.25,0.14285714285714285,0.16666666666666666,0.15384615384615385
12515,poly,10,0.3,auto,0.5,0.16666666666666666,0.3333333333333333,0.2222222222222222
12516,rbf,10,0.3,auto,0.01,0.3,0.5,0.375
12517,rbf,10,0.3,auto,0.05,0.5,0.3333333333333333,0.4
12518,rbf,10,0.3,auto,0.1,0.5,0.6666666666666666,0.5714285714285714
12519,rbf,10,0.3,auto,0.2,0.5,0.8333333333333334,0.625
12520,rbf,10,0.3,auto,0.25,0.5714285714285714,0.6666666666666666,0.6153846153846154
12521,rbf,10,0.3,auto,0.5,0.3333333333333333,0.6666666666666666,0.4444444444444444
12522,sigmoid,10,0.3,auto,0.01,0.5,0.16666666666666666,0.25
12523,sigmoid,10,0.3,auto,0.05,0.5,0.16666666666666666,0.25
12524,sigmoid,10,0.3,auto,0.1,1.0,0.16666666666666666,0.2857142857142857
12525,sigmoid,10,0.3,auto,0.2,0.25,0.16666666666666666,0.2
12526,sigmoid,10,0.3,auto,0.25,0.14285714285714285,0.16666666666666666,0.15384615384615385
12527,sigmoid,10,0.3,auto,0.5,0.08333333333333333,0.16666666666666666,0.1111111111111111
12528,linear,10,0.3,1e-06,0.01,0.0,0.0,0.0
12529,linear,10,0.3,1e-06,0.05,0.0,0.0,0.0
12530,linear,10,0.3,1e-06,0.1,0.0,0.0,0.0
12531,linear,10,0.3,1e-06,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
12532,linear,10,0.3,1e-06,0.25,0.0,0.0,0.0
12533,linear,10,0.3,1e-06,0.5,0.42857142857142855,1.0,0.6
12534,poly,10,0.3,1e-06,0.01,0.3333333333333333,1.0,0.5
12535,poly,10,0.3,1e-06,0.05,0.4,0.6666666666666666,0.5
12536,poly,10,0.3,1e-06,0.1,0.35294117647058826,1.0,0.5217391304347826
12537,poly,10,0.3,1e-06,0.2,0.38461538461538464,0.8333333333333334,0.5263157894736842
12538,poly,10,0.3,1e-06,0.25,0.5555555555555556,0.8333333333333334,0.6666666666666666
12539,poly,10,0.3,1e-06,0.5,0.15,0.5,0.23076923076923078
12540,rbf,10,0.3,1e-06,0.01,0.25,1.0,0.4
12541,rbf,10,0.3,1e-06,0.05,0.22727272727272727,0.8333333333333334,0.35714285714285715
12542,rbf,10,0.3,1e-06,0.1,0.38461538461538464,0.8333333333333334,0.5263157894736842
12543,rbf,10,0.3,1e-06,0.2,0.2777777777777778,0.8333333333333334,0.4166666666666667
12544,rbf,10,0.3,1e-06,0.25,0.0,0.0,0.0
12545,rbf,10,0.3,1e-06,0.5,0.0,0.0,0.0
12546,sigmoid,10,0.3,1e-06,0.01,0.29411764705882354,0.8333333333333334,0.43478260869565216
12547,sigmoid,10,0.3,1e-06,0.05,0.4,0.6666666666666666,0.5
12548,sigmoid,10,0.3,1e-06,0.1,0.35294117647058826,1.0,0.5217391304347826
12549,sigmoid,10,0.3,1e-06,0.2,0.38461538461538464,0.8333333333333334,0.5263157894736842
12550,sigmoid,10,0.3,1e-06,0.25,0.625,0.8333333333333334,0.7142857142857143
12551,sigmoid,10,0.3,1e-06,0.5,0.15,0.5,0.23076923076923078
12552,linear,10,0.3,0.0001,0.01,0.0,0.0,0.0
12553,linear,10,0.3,0.0001,0.05,0.0,0.0,0.0
12554,linear,10,0.3,0.0001,0.1,0.0,0.0,0.0
12555,linear,10,0.3,0.0001,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
12556,linear,10,0.3,0.0001,0.25,0.0,0.0,0.0
12557,linear,10,0.3,0.0001,0.5,0.42857142857142855,1.0,0.6
12558,poly,10,0.3,0.0001,0.01,0.3333333333333333,1.0,0.5
12559,poly,10,0.3,0.0001,0.05,0.36363636363636365,0.6666666666666666,0.47058823529411764
12560,poly,10,0.3,0.0001,0.1,0.35294117647058826,1.0,0.5217391304347826
12561,poly,10,0.3,0.0001,0.2,0.38461538461538464,0.8333333333333334,0.5263157894736842
12562,poly,10,0.3,0.0001,0.25,0.4166666666666667,0.8333333333333334,0.5555555555555556
12563,poly,10,0.3,0.0001,0.5,0.19047619047619047,0.6666666666666666,0.2962962962962963
12564,rbf,10,0.3,0.0001,0.01,0.0,0.0,0.0
12565,rbf,10,0.3,0.0001,0.05,0.0,0.0,0.0
12566,rbf,10,0.3,0.0001,0.1,0.3333333333333333,0.16666666666666666,0.2222222222222222
12567,rbf,10,0.3,0.0001,0.2,0.2,0.16666666666666666,0.18181818181818182
12568,rbf,10,0.3,0.0001,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
12569,rbf,10,0.3,0.0001,0.5,0.38461538461538464,0.8333333333333334,0.5263157894736842
12570,sigmoid,10,0.3,0.0001,0.01,0.29411764705882354,0.8333333333333334,0.43478260869565216
12571,sigmoid,10,0.3,0.0001,0.05,0.36363636363636365,0.6666666666666666,0.47058823529411764
12572,sigmoid,10,0.3,0.0001,0.1,0.0,0.0,0.0
12573,sigmoid,10,0.3,0.0001,0.2,0.2608695652173913,1.0,0.41379310344827586
12574,sigmoid,10,0.3,0.0001,0.25,0.2857142857142857,1.0,0.4444444444444444
12575,sigmoid,10,0.3,0.0001,0.5,0.0,0.0,0.0
12576,linear,10,0.3,0.001,0.01,0.0,0.0,0.0
12577,linear,10,0.3,0.001,0.05,0.0,0.0,0.0
12578,linear,10,0.3,0.001,0.1,0.0,0.0,0.0
12579,linear,10,0.3,0.001,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
12580,linear,10,0.3,0.001,0.25,0.0,0.0,0.0
12581,linear,10,0.3,0.001,0.5,0.42857142857142855,1.0,0.6
12582,poly,10,0.3,0.001,0.01,0.29411764705882354,0.8333333333333334,0.43478260869565216
12583,poly,10,0.3,0.001,0.05,0.36363636363636365,0.6666666666666666,0.47058823529411764
12584,poly,10,0.3,0.001,0.1,0.35294117647058826,1.0,0.5217391304347826
12585,poly,10,0.3,0.001,0.2,0.38461538461538464,0.8333333333333334,0.5263157894736842
12586,poly,10,0.3,0.001,0.25,0.3333333333333333,1.0,0.5
12587,poly,10,0.3,0.001,0.5,0.2608695652173913,1.0,0.41379310344827586
12588,rbf,10,0.3,0.001,0.01,0.3333333333333333,0.16666666666666666,0.2222222222222222
12589,rbf,10,0.3,0.001,0.05,0.0,0.0,0.0
12590,rbf,10,0.3,0.001,0.1,0.3333333333333333,0.16666666666666666,0.2222222222222222
12591,rbf,10,0.3,0.001,0.2,0.4,0.3333333333333333,0.36363636363636365
12592,rbf,10,0.3,0.001,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
12593,rbf,10,0.3,0.001,0.5,0.38461538461538464,0.8333333333333334,0.5263157894736842
12594,sigmoid,10,0.3,0.001,0.01,0.0,0.0,0.0
12595,sigmoid,10,0.3,0.001,0.05,0.09090909090909091,0.16666666666666666,0.11764705882352941
12596,sigmoid,10,0.3,0.001,0.1,0.0,0.0,0.0
12597,sigmoid,10,0.3,0.001,0.2,0.625,0.8333333333333334,0.7142857142857143
12598,sigmoid,10,0.3,0.001,0.25,0.0,0.0,0.0
12599,sigmoid,10,0.3,0.001,0.5,0.4,0.6666666666666666,0.5
12600,linear,10,0.3,0.01,0.01,0.0,0.0,0.0
12601,linear,10,0.3,0.01,0.05,0.0,0.0,0.0
12602,linear,10,0.3,0.01,0.1,0.0,0.0,0.0
12603,linear,10,0.3,0.01,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
12604,linear,10,0.3,0.01,0.25,0.0,0.0,0.0
12605,linear,10,0.3,0.01,0.5,0.42857142857142855,1.0,0.6
12606,poly,10,0.3,0.01,0.01,0.29411764705882354,0.8333333333333334,0.43478260869565216
12607,poly,10,0.3,0.01,0.05,0.4,0.6666666666666666,0.5
12608,poly,10,0.3,0.01,0.1,0.3157894736842105,1.0,0.48
12609,poly,10,0.3,0.01,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
12610,poly,10,0.3,0.01,0.25,0.2222222222222222,0.3333333333333333,0.26666666666666666
12611,poly,10,0.3,0.01,0.5,0.3,1.0,0.46153846153846156
12612,rbf,10,0.3,0.01,0.01,0.0,0.0,0.0
12613,rbf,10,0.3,0.01,0.05,0.5,0.16666666666666666,0.25
12614,rbf,10,0.3,0.01,0.1,1.0,0.16666666666666666,0.2857142857142857
12615,rbf,10,0.3,0.01,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333
12616,rbf,10,0.3,0.01,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
12617,rbf,10,0.3,0.01,0.5,0.3333333333333333,0.6666666666666666,0.4444444444444444
12618,sigmoid,10,0.3,0.01,0.01,0.4,0.3333333333333333,0.36363636363636365
12619,sigmoid,10,0.3,0.01,0.05,1.0,0.16666666666666666,0.2857142857142857
12620,sigmoid,10,0.3,0.01,0.1,0.6666666666666666,0.3333333333333333,0.4444444444444444
12621,sigmoid,10,0.3,0.01,0.2,0.5,0.5,0.5
12622,sigmoid,10,0.3,0.01,0.25,0.5,0.5,0.5
12623,sigmoid,10,0.3,0.01,0.5,0.3333333333333333,0.6666666666666666,0.4444444444444444
12624,linear,10,0.3,0.1,0.01,0.0,0.0,0.0
12625,linear,10,0.3,0.1,0.05,0.0,0.0,0.0
12626,linear,10,0.3,0.1,0.1,0.0,0.0,0.0
12627,linear,10,0.3,0.1,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
12628,linear,10,0.3,0.1,0.25,0.0,0.0,0.0
12629,linear,10,0.3,0.1,0.5,0.42857142857142855,1.0,0.6
12630,poly,10,0.3,0.1,0.01,0.35294117647058826,1.0,0.5217391304347826
12631,poly,10,0.3,0.1,0.05,0.42857142857142855,0.5,0.46153846153846156
12632,poly,10,0.3,0.1,0.1,0.1111111111111111,0.16666666666666666,0.13333333333333333
12633,poly,10,0.3,0.1,0.2,0.0,0.0,0.0
12634,poly,10,0.3,0.1,0.25,0.09090909090909091,0.16666666666666666,0.11764705882352941
12635,poly,10,0.3,0.1,0.5,0.09090909090909091,0.16666666666666666,0.11764705882352941
12636,rbf,10,0.3,0.1,0.01,0.4,0.3333333333333333,0.36363636363636365
12637,rbf,10,0.3,0.1,0.05,0.25,0.16666666666666666,0.2
12638,rbf,10,0.3,0.1,0.1,0.2,0.16666666666666666,0.18181818181818182
12639,rbf,10,0.3,0.1,0.2,0.0,0.0,0.0
12640,rbf,10,0.3,0.1,0.25,0.2857142857142857,0.3333333333333333,0.3076923076923077
12641,rbf,10,0.3,0.1,0.5,0.4166666666666667,0.8333333333333334,0.5555555555555556
12642,sigmoid,10,0.3,0.1,0.01,0.0,0.0,0.0
12643,sigmoid,10,0.3,0.1,0.05,0.0,0.0,0.0
12644,sigmoid,10,0.3,0.1,0.1,0.25,0.16666666666666666,0.2
12645,sigmoid,10,0.3,0.1,0.2,0.25,0.16666666666666666,0.2
12646,sigmoid,10,0.3,0.1,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
12647,sigmoid,10,0.3,0.1,0.5,0.36363636363636365,0.6666666666666666,0.47058823529411764
12648,linear,10,0.3,1,0.01,0.0,0.0,0.0
12649,linear,10,0.3,1,0.05,0.0,0.0,0.0
12650,linear,10,0.3,1,0.1,0.0,0.0,0.0
12651,linear,10,0.3,1,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
12652,linear,10,0.3,1,0.25,0.0,0.0,0.0
12653,linear,10,0.3,1,0.5,0.42857142857142855,1.0,0.6
12654,poly,10,0.3,1,0.01,0.0,0.0,0.0
12655,poly,10,0.3,1,0.05,0.0,0.0,0.0
12656,poly,10,0.3,1,0.1,0.0,0.0,0.0
12657,poly,10,0.3,1,0.2,0.0,0.0,0.0
12658,poly,10,0.3,1,0.25,0.14285714285714285,0.16666666666666666,0.15384615384615385
12659,poly,10,0.3,1,0.5,0.25,0.5,0.3333333333333333
12660,rbf,10,0.3,1,0.01,0.1111111111111111,0.16666666666666666,0.13333333333333333
12661,rbf,10,0.3,1,0.05,0.3333333333333333,0.5,0.4
12662,rbf,10,0.3,1,0.1,0.3333333333333333,0.5,0.4
12663,rbf,10,0.3,1,0.2,0.5,0.6666666666666666,0.5714285714285714
12664,rbf,10,0.3,1,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666
12665,rbf,10,0.3,1,0.5,0.5,0.6666666666666666,0.5714285714285714
12666,sigmoid,10,0.3,1,0.01,0.0,0.0,0.0
12667,sigmoid,10,0.3,1,0.05,0.0,0.0,0.0
12668,sigmoid,10,0.3,1,0.1,0.0,0.0,0.0
12669,sigmoid,10,0.3,1,0.2,0.0,0.0,0.0
12670,sigmoid,10,0.3,1,0.25,0.0,0.0,0.0
12671,sigmoid,10,0.3,1,0.5,0.08333333333333333,0.16666666666666666,0.1111111111111111
12672,linear,0,0.5,scale,0.01,0.0,0.0,0.0
12673,linear,0,0.5,scale,0.05,0.0,0.0,0.0
12674,linear,0,0.5,scale,0.1,0.0,0.0,0.0
12675,linear,0,0.5,scale,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
12676,linear,0,0.5,scale,0.25,0.0,0.0,0.0
12677,linear,0,0.5,scale,0.5,0.42857142857142855,1.0,0.6
12678,poly,0,0.5,scale,0.01,0.25,1.0,0.4
12679,poly,0,0.5,scale,0.05,0.25,1.0,0.4
12680,poly,0,0.5,scale,0.1,0.25,1.0,0.4
12681,poly,0,0.5,scale,0.2,0.25,1.0,0.4
12682,poly,0,0.5,scale,0.25,0.25,1.0,0.4
12683,poly,0,0.5,scale,0.5,0.25,1.0,0.4
12684,rbf,0,0.5,scale,0.01,0.6,0.5,0.5454545454545454
12685,rbf,0,0.5,scale,0.05,0.5,0.5,0.5
12686,rbf,0,0.5,scale,0.1,0.3333333333333333,0.3333333333333333,0.3333333333333333
12687,rbf,0,0.5,scale,0.2,0.5,0.5,0.5
12688,rbf,0,0.5,scale,0.25,0.2,0.16666666666666666,0.18181818181818182
12689,rbf,0,0.5,scale,0.5,0.35714285714285715,0.8333333333333334,0.5
12690,sigmoid,0,0.5,scale,0.01,0.5,0.16666666666666666,0.25
12691,sigmoid,0,0.5,scale,0.05,0.5,0.16666666666666666,0.25
12692,sigmoid,0,0.5,scale,0.1,0.0,0.0,0.0
12693,sigmoid,0,0.5,scale,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333
12694,sigmoid,0,0.5,scale,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
12695,sigmoid,0,0.5,scale,0.5,0.36363636363636365,0.6666666666666666,0.47058823529411764
12696,linear,0,0.5,auto,0.01,0.0,0.0,0.0
12697,linear,0,0.5,auto,0.05,0.0,0.0,0.0
12698,linear,0,0.5,auto,0.1,0.0,0.0,0.0
12699,linear,0,0.5,auto,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
12700,linear,0,0.5,auto,0.25,0.0,0.0,0.0
12701,linear,0,0.5,auto,0.5,0.42857142857142855,1.0,0.6
12702,poly,0,0.5,auto,0.01,0.25,1.0,0.4
12703,poly,0,0.5,auto,0.05,0.25,1.0,0.4
12704,poly,0,0.5,auto,0.1,0.25,1.0,0.4
12705,poly,0,0.5,auto,0.2,0.25,1.0,0.4
12706,poly,0,0.5,auto,0.25,0.25,1.0,0.4
12707,poly,0,0.5,auto,0.5,0.25,1.0,0.4
12708,rbf,0,0.5,auto,0.01,0.3,0.5,0.375
12709,rbf,0,0.5,auto,0.05,0.5,0.3333333333333333,0.4
12710,rbf,0,0.5,auto,0.1,0.5,0.6666666666666666,0.5714285714285714
12711,rbf,0,0.5,auto,0.2,0.5,0.8333333333333334,0.625
12712,rbf,0,0.5,auto,0.25,0.5714285714285714,0.6666666666666666,0.6153846153846154
12713,rbf,0,0.5,auto,0.5,0.3333333333333333,0.6666666666666666,0.4444444444444444
12714,sigmoid,0,0.5,auto,0.01,0.3333333333333333,0.16666666666666666,0.2222222222222222
12715,sigmoid,0,0.5,auto,0.05,1.0,0.16666666666666666,0.2857142857142857
12716,sigmoid,0,0.5,auto,0.1,0.5,0.16666666666666666,0.25
12717,sigmoid,0,0.5,auto,0.2,0.2,0.16666666666666666,0.18181818181818182
12718,sigmoid,0,0.5,auto,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666
12719,sigmoid,0,0.5,auto,0.5,0.08333333333333333,0.16666666666666666,0.1111111111111111
12720,linear,0,0.5,1e-06,0.01,0.0,0.0,0.0
12721,linear,0,0.5,1e-06,0.05,0.0,0.0,0.0
12722,linear,0,0.5,1e-06,0.1,0.0,0.0,0.0
12723,linear,0,0.5,1e-06,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
12724,linear,0,0.5,1e-06,0.25,0.0,0.0,0.0
12725,linear,0,0.5,1e-06,0.5,0.42857142857142855,1.0,0.6
12726,poly,0,0.5,1e-06,0.01,0.25,1.0,0.4
12727,poly,0,0.5,1e-06,0.05,0.25,1.0,0.4
12728,poly,0,0.5,1e-06,0.1,0.25,1.0,0.4
12729,poly,0,0.5,1e-06,0.2,0.25,1.0,0.4
12730,poly,0,0.5,1e-06,0.25,0.25,1.0,0.4
12731,poly,0,0.5,1e-06,0.5,0.25,1.0,0.4
12732,rbf,0,0.5,1e-06,0.01,0.25,1.0,0.4
12733,rbf,0,0.5,1e-06,0.05,0.22727272727272727,0.8333333333333334,0.35714285714285715
12734,rbf,0,0.5,1e-06,0.1,0.38461538461538464,0.8333333333333334,0.5263157894736842
12735,rbf,0,0.5,1e-06,0.2,0.2777777777777778,0.8333333333333334,0.4166666666666667
12736,rbf,0,0.5,1e-06,0.25,0.0,0.0,0.0
12737,rbf,0,0.5,1e-06,0.5,0.0,0.0,0.0
12738,sigmoid,0,0.5,1e-06,0.01,0.29411764705882354,0.8333333333333334,0.43478260869565216
12739,sigmoid,0,0.5,1e-06,0.05,0.36363636363636365,0.6666666666666666,0.47058823529411764
12740,sigmoid,0,0.5,1e-06,0.1,0.35294117647058826,1.0,0.5217391304347826
12741,sigmoid,0,0.5,1e-06,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
12742,sigmoid,0,0.5,1e-06,0.25,0.625,0.8333333333333334,0.7142857142857143
12743,sigmoid,0,0.5,1e-06,0.5,0.15,0.5,0.23076923076923078
12744,linear,0,0.5,0.0001,0.01,0.0,0.0,0.0
12745,linear,0,0.5,0.0001,0.05,0.0,0.0,0.0
12746,linear,0,0.5,0.0001,0.1,0.0,0.0,0.0
12747,linear,0,0.5,0.0001,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
12748,linear,0,0.5,0.0001,0.25,0.0,0.0,0.0
12749,linear,0,0.5,0.0001,0.5,0.42857142857142855,1.0,0.6
12750,poly,0,0.5,0.0001,0.01,0.25,1.0,0.4
12751,poly,0,0.5,0.0001,0.05,0.25,1.0,0.4
12752,poly,0,0.5,0.0001,0.1,0.25,1.0,0.4
12753,poly,0,0.5,0.0001,0.2,0.25,1.0,0.4
12754,poly,0,0.5,0.0001,0.25,0.25,1.0,0.4
12755,poly,0,0.5,0.0001,0.5,0.25,1.0,0.4
12756,rbf,0,0.5,0.0001,0.01,0.0,0.0,0.0
12757,rbf,0,0.5,0.0001,0.05,0.0,0.0,0.0
12758,rbf,0,0.5,0.0001,0.1,0.3333333333333333,0.16666666666666666,0.2222222222222222
12759,rbf,0,0.5,0.0001,0.2,0.2,0.16666666666666666,0.18181818181818182
12760,rbf,0,0.5,0.0001,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
12761,rbf,0,0.5,0.0001,0.5,0.38461538461538464,0.8333333333333334,0.5263157894736842
12762,sigmoid,0,0.5,0.0001,0.01,0.29411764705882354,0.8333333333333334,0.43478260869565216
12763,sigmoid,0,0.5,0.0001,0.05,0.4,0.6666666666666666,0.5
12764,sigmoid,0,0.5,0.0001,0.1,0.0,0.0,0.0
12765,sigmoid,0,0.5,0.0001,0.2,0.2608695652173913,1.0,0.41379310344827586
12766,sigmoid,0,0.5,0.0001,0.25,0.2727272727272727,1.0,0.42857142857142855
12767,sigmoid,0,0.5,0.0001,0.5,0.0,0.0,0.0
12768,linear,0,0.5,0.001,0.01,0.0,0.0,0.0
12769,linear,0,0.5,0.001,0.05,0.0,0.0,0.0
12770,linear,0,0.5,0.001,0.1,0.0,0.0,0.0
12771,linear,0,0.5,0.001,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
12772,linear,0,0.5,0.001,0.25,0.0,0.0,0.0
12773,linear,0,0.5,0.001,0.5,0.42857142857142855,1.0,0.6
12774,poly,0,0.5,0.001,0.01,0.25,1.0,0.4
12775,poly,0,0.5,0.001,0.05,0.25,1.0,0.4
12776,poly,0,0.5,0.001,0.1,0.25,1.0,0.4
12777,poly,0,0.5,0.001,0.2,0.25,1.0,0.4
12778,poly,0,0.5,0.001,0.25,0.25,1.0,0.4
12779,poly,0,0.5,0.001,0.5,0.25,1.0,0.4
12780,rbf,0,0.5,0.001,0.01,0.3333333333333333,0.16666666666666666,0.2222222222222222
12781,rbf,0,0.5,0.001,0.05,0.0,0.0,0.0
12782,rbf,0,0.5,0.001,0.1,0.3333333333333333,0.16666666666666666,0.2222222222222222
12783,rbf,0,0.5,0.001,0.2,0.4,0.3333333333333333,0.36363636363636365
12784,rbf,0,0.5,0.001,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
12785,rbf,0,0.5,0.001,0.5,0.38461538461538464,0.8333333333333334,0.5263157894736842
12786,sigmoid,0,0.5,0.001,0.01,0.0,0.0,0.0
12787,sigmoid,0,0.5,0.001,0.05,0.1,0.16666666666666666,0.125
12788,sigmoid,0,0.5,0.001,0.1,0.0,0.0,0.0
12789,sigmoid,0,0.5,0.001,0.2,0.0,0.0,0.0
12790,sigmoid,0,0.5,0.001,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666
12791,sigmoid,0,0.5,0.001,0.5,0.375,1.0,0.5454545454545454
12792,linear,0,0.5,0.01,0.01,0.0,0.0,0.0
12793,linear,0,0.5,0.01,0.05,0.0,0.0,0.0
12794,linear,0,0.5,0.01,0.1,0.0,0.0,0.0
12795,linear,0,0.5,0.01,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
12796,linear,0,0.5,0.01,0.25,0.0,0.0,0.0
12797,linear,0,0.5,0.01,0.5,0.42857142857142855,1.0,0.6
12798,poly,0,0.5,0.01,0.01,0.25,1.0,0.4
12799,poly,0,0.5,0.01,0.05,0.25,1.0,0.4
12800,poly,0,0.5,0.01,0.1,0.25,1.0,0.4
12801,poly,0,0.5,0.01,0.2,0.25,1.0,0.4
12802,poly,0,0.5,0.01,0.25,0.25,1.0,0.4
12803,poly,0,0.5,0.01,0.5,0.25,1.0,0.4
12804,rbf,0,0.5,0.01,0.01,0.0,0.0,0.0
12805,rbf,0,0.5,0.01,0.05,0.5,0.16666666666666666,0.25
12806,rbf,0,0.5,0.01,0.1,1.0,0.16666666666666666,0.2857142857142857
12807,rbf,0,0.5,0.01,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333
12808,rbf,0,0.5,0.01,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
12809,rbf,0,0.5,0.01,0.5,0.3333333333333333,0.6666666666666666,0.4444444444444444
12810,sigmoid,0,0.5,0.01,0.01,1.0,0.16666666666666666,0.2857142857142857
12811,sigmoid,0,0.5,0.01,0.05,1.0,0.16666666666666666,0.2857142857142857
12812,sigmoid,0,0.5,0.01,0.1,0.6666666666666666,0.3333333333333333,0.4444444444444444
12813,sigmoid,0,0.5,0.01,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333
12814,sigmoid,0,0.5,0.01,0.25,0.6,0.5,0.5454545454545454
12815,sigmoid,0,0.5,0.01,0.5,0.3333333333333333,0.6666666666666666,0.4444444444444444
12816,linear,0,0.5,0.1,0.01,0.0,0.0,0.0
12817,linear,0,0.5,0.1,0.05,0.0,0.0,0.0
12818,linear,0,0.5,0.1,0.1,0.0,0.0,0.0
12819,linear,0,0.5,0.1,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
12820,linear,0,0.5,0.1,0.25,0.0,0.0,0.0
12821,linear,0,0.5,0.1,0.5,0.42857142857142855,1.0,0.6
12822,poly,0,0.5,0.1,0.01,0.25,1.0,0.4
12823,poly,0,0.5,0.1,0.05,0.25,1.0,0.4
12824,poly,0,0.5,0.1,0.1,0.25,1.0,0.4
12825,poly,0,0.5,0.1,0.2,0.25,1.0,0.4
12826,poly,0,0.5,0.1,0.25,0.25,1.0,0.4
12827,poly,0,0.5,0.1,0.5,0.25,1.0,0.4
12828,rbf,0,0.5,0.1,0.01,0.4,0.3333333333333333,0.36363636363636365
12829,rbf,0,0.5,0.1,0.05,0.25,0.16666666666666666,0.2
12830,rbf,0,0.5,0.1,0.1,0.2,0.16666666666666666,0.18181818181818182
12831,rbf,0,0.5,0.1,0.2,0.0,0.0,0.0
12832,rbf,0,0.5,0.1,0.25,0.2857142857142857,0.3333333333333333,0.3076923076923077
12833,rbf,0,0.5,0.1,0.5,0.4166666666666667,0.8333333333333334,0.5555555555555556
12834,sigmoid,0,0.5,0.1,0.01,1.0,0.16666666666666666,0.2857142857142857
12835,sigmoid,0,0.5,0.1,0.05,1.0,0.16666666666666666,0.2857142857142857
12836,sigmoid,0,0.5,0.1,0.1,0.0,0.0,0.0
12837,sigmoid,0,0.5,0.1,0.2,0.4,0.3333333333333333,0.36363636363636365
12838,sigmoid,0,0.5,0.1,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
12839,sigmoid,0,0.5,0.1,0.5,0.4166666666666667,0.8333333333333334,0.5555555555555556
12840,linear,0,0.5,1,0.01,0.0,0.0,0.0
12841,linear,0,0.5,1,0.05,0.0,0.0,0.0
12842,linear,0,0.5,1,0.1,0.0,0.0,0.0
12843,linear,0,0.5,1,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
12844,linear,0,0.5,1,0.25,0.0,0.0,0.0
12845,linear,0,0.5,1,0.5,0.42857142857142855,1.0,0.6
12846,poly,0,0.5,1,0.01,0.25,1.0,0.4
12847,poly,0,0.5,1,0.05,0.25,1.0,0.4
12848,poly,0,0.5,1,0.1,0.25,1.0,0.4
12849,poly,0,0.5,1,0.2,0.25,1.0,0.4
12850,poly,0,0.5,1,0.25,0.25,1.0,0.4
12851,poly,0,0.5,1,0.5,0.25,1.0,0.4
